국내도 코로나19 백신 접종에 속도를 내고 있는 가운데 접종자들 사이에서 접종 후 발열이나 근육통 등 가벼운 부작용을 못 느끼면 백신의 효과가 없는 것 아니냐고 걱정하는 목소리가 나오고 있다 .	O O O O O O O O O O O O SYMP-B SYMP-B O O O O O O O O O O O O O O O
심각하다 생각된다고 주장했다 .	O O O O
토스는 지난 5월 6일부터 이번 서비스를 희망하는 고객을 대상으로 알림	O O O O O O O O O O
아스트라제네카 백신 접종과 혈전증은 어떤 관계가 있나요?	VACC-B O O DIS-B O O O
그동안 예방접종 피해보상전문위원회는 1~7차 회의에서 총 2300건을 심의해 1351건(58.7%)에 대해 보상을 결정했다 .	O O O O O O O O O O O O O
그는 건강하던 아들이 병원에서 급성 골수염 백혈병 이라는 판정을 받았다 .	O O O O DIS-B DIS-I DIS-I O O O O
다른 하나는 혈소판 감소증을 동반하며 뇌정맥 혈전증 또는 복부정맥 혈전증 등 평소에 흔하게 발생하지 않는 부위에 혈전이 발생하는 경우입니다 .	O O O O O O O O O O O O O O O O O O O O
하지만 코로나19의 경우 백신 부작용일 가능성이 더 높아야만 인과성을 인정한다 .	O O O O O O O O O O O
연대의식은 건강한 장수와도 연결돼 있다 .	O O O O O O
청원인은 “한창 본인의 꿈을 위해 공부에 한창이었던 아이였다 .	O O O O O O O O O
하나손해보험도 하나 아나필락시스쇼크 보장보험을 출시했다 .	O O O O O O
이어 한 대학병원에서 재검사를 받았는데 급성 골수염 백혈병이라는 판정을 받았다며 3개월 전까지만 해도 혈액 검사에서 이상이 없었다고 설명했다 .	O O O O O DIS-B DIS-I DIS-I O O O O O O O O O O O
노르웨이 의약국(NMA)은 이를 두고 “코로나 백신이 림프샘을 자극해 일시적으로 가슴이 커지는 현상이 발생할 수 있다”면서도 “이런 현상은 불과 몇 주만 지속되며 이후에는 가슴이 원래 크기로 되돌아온다”고 설명했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
보험사에 마케팅 목적의 정보를 일체 전달하지 않는 것도 장점이다 .	O O O O O O O O O O
특히 백신을 맞은 젊은 층의 사망사고가 잇따르면서 일각에서는 아예 백신 2차 접종을 거부하려는 움직임도 있다 .	O O O O O O O O O O O O O O O O
고등학교 3학년 학생이 화이자 코로나 백신 접종 후 75일 만에 사망한 사례가 방역당국에 신고된 가운데, 이 학생의 어머니가 아들의 사인을 규명해 달라며 호소하고 나섰다 .	O O O VACC-B O O O O O O DIS-B O O O O O O O O O O O O O O
만 66세의 어머니가 코로나19 백신 2차를 접종하고 2개월여 만에 백혈병 진단을 받았다는 국민청원이 올라왔다 .	O O O O O O O O O DIS-B O O O O O
청원인은 9일 아버지가 아스트라제네카 백신 접종 후 길랭-바레증후군을 진단받고 사지마비를 비롯한 안면마비 호흡근마비로 현재 중환자실 입원 중이라며 기저질환이라고는 고지혈증 하나밖에 없던 건강하시던 분이다 .	O O O VACC-B O O O DIS-B O SYMP-B O SYMP-B SYMP-B O O O O O O O O O O O
보험사들은 백신 부작용 보험인 아나필락시스 쇼크 보험, 특약을 내놓고 있다 .	O O O O O O O O O O O
보험업계는 백신 접종이 활발해지고 정부가 적극 장려하고 있는 만큼 시장에 대한 수요는 커질 것으로 전망하고 있다 .	O O O O O O O O O O O O O O O O O
이번 연구에 참여했고 CDC 백신안전팀을 이끌고 있는 톰 시마부쿠로 박사는 “mRNA 백신 이외 모든 코로나19 백신에 대해 미국 역사상 가장 집중적인 안전 모니터링을 시행하고 있으며 이번 연구는 그런 대표적인 사례”라며 “전 세계에서 수백만 명의 생명을 앗아간 바이러스에 자신과 사랑하는 사람들을 보호하기 위해서는 백신접종이 최선의 방법”이라고 강조했다 .	O O O O O O O O O O VACC-B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
서울대병원 박완범 교수와 분당서울대병원 송경호 교수 공동 연구팀이 2021년 3~4월 아스트라제네카 백신(42명)과 화이자 백신(93명)을 접종한 총 135명을 대상으로 백신 부작용과 항체 형성의 연관성을 평가한 결과를 28일 발표했다 .	O O O O O O O O O O VACC-B O VACC-B O O O O O O O O O O O O O O O
윤씨는 “주기가 정확한 편인데 공교롭게 백신을 맞은 이후 생리를 건너 뛰었다”며 “혹시나 싶은 마음에 검색해봤더니 생리불순을 호소하는 사람이 많아 ‘백신 부작용인가 보다’ 생각했다”고 했다 .	O O O O O O O O O O O O O O O SYMP-B O O O O O O O O O
설문조사를 총괄한 유명순 교수는 백신 안전성에 대한 인식이 효과성에 비하면 크게 못미치는 수준이라면서 이상반응에 대한 두려움이 상당하다는 점에서 당국은 백신 접종의 속도 추구와 더불어 투명한 설명과 대응을 강화해야 한다고 강조한 바 있다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
지난 5월8일 화이자 백신 2차접종을 받은 노갑영씨(86)가 접종 이후 간질중첩증 진단을 받아 4개월 넘게 의식을 회복하지 못하고 있다 .	O O VACC-B O O O O O O DIS-B O O O O O O O O O
그럼에도 A씨는 아들 B군을 2차 병원으로 응급 이송했는데, 해당 병원에서는 비외상성 뇌출혈에 6군데에 출혈이 발생해 검사자체가 불가능하다고 했다 .	O O O O O O O O O O DIS-B DIS-I O SYMP-B O O O O O
이어 백신 부작용을 걱정하는 마음이야 이해가 되지만, 우리 자신과 사회 안전을 위해 여건이 되는 한 최대한 빨리 백신을 맞아야 한다고 한의사들도 당부했다고 전했다 .	O O O O O O O O O O O O O O O O O O O O O O O O
찌르는 듯한 날카로운 양상의 흉통이나 때로는 쥐어짜는 듯한 통증으로 병원을 찾는다 .	O O O O O O O O O O O O
진료비는 시행령 제29조제1호에 따라 건강보험 및 의료급여를 제외한 잔액을, 간병비는 시행령 제29조제2호에 따라 입원진료에 한정하여 1일당 5만원을 지급받을 수 있습니다 .	O O O O O O O O O O O O O O O O O O O O O
다만 부작용을 미리 방지하려고 사전에 약을 복용하는 것은 전문가들이 권하지 않는 사항이다 .	O O O O O O O O O O O O O
미국에서는 신종 코로나바이러스 감염증(코로나19) 델타 변이가 확산하는 가운데 백신을 맞지 않은 한 임신부가 코로나19에 걸려 태아와 함께 사망한 사건이 발생했다 .	O O O O O O O O O O O O O O O O O O O O O
이게 여성에게만 나타나는지, 성별을 가리지 않는지 등의 여부도 확인할 수 없는 상황인 것. ▶이에 코로나 백신 접종 후 생리 관련 이상 증상을 겪은 국내 여성들과 탈모를 격고 있는 일본 여성 A씨가 공통적으로 언급하고 있는 게 사례 수집이다 .	O O O O O O O O O O O O O O O O O O O O O O O O O SYMP-B O O O O O O O O O O O O
이전에 입던 속옷보다 큰 사이즈가 필요하게 됐다’는 주장을 폈다”고 전했다 .	O O O O O O O O O O O
14일 온라인 커뮤니티 ‘코로나 백신 부작용 피해자 모임’에는 ‘생활치료소 끌려와서 가장 궁금하고 이상한 게’라는 제목의 글이 게시됐다 .	O O O O O O O O O O O O O O O O O O
코로나19 백신 부작용을 우려하는 일부 접종자들이 의학적으로 검증되지 않은 이른바 백신 해독법을 온라인상에서 공유하고 있어 논란이 일고 있다 .	O O O O O O O O O O O O O O O O O O O
청원인은 평소 건강하던 아들이었지만 접종률을 높이기 위한 정부 때문에 하루아침에 백혈병 환자가 됐다 .	O O O O O O O O O O DIS-B O O O
아낙필락시스 보험을 소액단기·무료보험으로 판매해 보험사나 제휴업체 등에서 신규 고객 유치를 위한 마케팅 수단으로 활용되고 있다 .	DIS-B O O O O O O O O O O O O O O O
바이러스든, 세균이든 간에 지구의 자정능력에 의해서 스스로 조절되는 것이 최선이겠지만 그것이 안 되면 우리 몸을 바이러스와 세균으로부터 구해낼 수 있는 유일한 방법인 우리 몸의 면역력과 자연치유력을 회복하는 것이다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
코로나19 화이자 2차 백신을 맞은 30대 여성이 접종 5일 만에 숨지는 안타까운 사연이 공개됐다 .	O VACC-B O O O O O O O O DIS-B O O O O
이 중 중대한 이상반응은 1만337건이었다 .	O O O O O O
지난 2월부터 시작된 코로나19 백신 예방접종과 관련, 접종 후 질병 등이 발생하면 이에 대한 인과성 여부를 국가가 입증해야 한다는 개정안에 의료계가 의문부호를 보였다 .	O O O O O O O O O O O O O O O O O O O O O O O O
그리고 운동과 활동이 적절해지면 질 좋은 잠을 잘 수가 있어서 면역력 회복에는 최고의 조건이 된다 .	O O O O O O O O O O O O O O O O
현재 국내에서 접종 중인 아스트라제네카와 화이자 백신 모두 국소 부작용 (주사 부위 통증, 부어오름, 홍조 등)과 전신 부작용 (피로감, 근육통, 두통, 발열 등)이 나타날 수 있다 .	O O O O VACC-B VACC-B O O O O SYMP-B SYMP-I SYMP-I SYMP-B SYMP-B O O O SYMP-B SYMP-B SYMP-B SYMP-B O O O O O
이후 인공호흡기를 장착해 치료를 받았으며, 심근염 진단을 받은 환자는 중환자실 등에서 7일간 입원 후 퇴원했다 .	O O O O O DIS-B O O O O O O O O O O
백신을 통한 강제 면역이 아니라 자연스러운 천연 면역 획득, 그것이 어떤 바이러스에도 현명하게 대처할 수 있는 답이 될 수 있기 때문이다 .	O O O O O O O O O O O O O O O O O O O O O O
유럽의약청(EMA)은 지난 4월 아스트라제네카 백신의 혈전증 부작용을 공식 인정하면서 백신이 유도한 항체가 헤파린과 마찬가지로 PF4에 결합해 혈전을 유발할 가능성을 제기했었다 .	O O O VACC-B O DIS-B O O O O O O O O O O SYMP-B O O O O
이후 미국 질병통제예방센터(CDC)는 최근 여성들의 생리 반응에 대한 자체 조사에 나섰고, 여성의 생리불순 등을 잠재적인 부작용으로 확인했다 .	O O O O O O O O O O O O SYMP-B O O O O O
이어 백신 부작용 피해에 대한 정부의 적극적인 대응 방안이 뒷받침되어야만 백신접종률을 높일 수 있고, 또 그에 따라 하루라도 빨리 코로나19 사태에서 벗어날 수 있다는 점을 명심하길 바란다고 했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
이어 건강했던 아버지가 백신을 맞고 사망한 뒤 보건지소에 연락했더니 사과 한마디 없이 부검 결과부터 물었다며 앞으로도 섬에서 노인들이 백신을 계속 접종할 텐데 이상 반응에 대비한 대책을 마련해 달라고 호소했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
이건 누가 책임을 져야 하나. 답답하다고 분통을 터뜨렸다 .	O O O O O O O O O
토스 관계자는 토스앱을 통한 편리한 코로나19 백신 접종 관리와 함께, 전국민의 조속한 일상 복귀를 기원하는 공익적 배경에서 이번 무료 보험 혜택을 기획했다고 설명했다 .	O O O O O O O O O O O O O O O O O O O O O O O O
접종 후 뇌출혈로 사망한 경우도 있고 소장이 썩고 뇌사상태에 빠지거나 사망했다는 글도 올라왔다 .	O O DIS-B DIS-B O O O O DIS-B O O O O O
델타변이 바이러스에 의한 코로나 4차 대유행 기세가 좀처럼 수그러들 기미조차 안보이고 있다 .	O O O O O O O O O O O O O
코로나19 백신 접종 후 발생한 진료비를 1인당 1000만원 내에서 지원하고, 간병비가 발생하면 하루 5만원 내에서 지원한다 .	O O O O O O O O O O O O O O O O O
라이나생명의 안심되는 아나필락시스쇼크진단보험은 모바일 전용 단독 상품이다 .	O O O O O O O O
수강생분이 저를 보고 이야기한 방향으로 뭔가 TV 끌 때 전자파 파장 있는 것처럼 느껴진다고 주장했다 .	O O O O O O O O O O O O O O O O
영국의 권위 있는 국제학술지인 BMJ는 화이자-바이오앤텍 코로나19 백신(BNT162b2) 임상시험 과정에 문제가 있었고 임상 참여자 부작용 후속조치가 미흡했다고 폭로해 전 세계에 충격을 던졌다 .	O O O O O VACC-B O O O O O O O O O O O O O O O O O
해당 청원은 11일 오후 기준 4757명의 동의를 얻었다 .	O O O O O O O O O
이어 “그러나 정확한 진단이 어려우며 비외상성 뇌출혈에 6군데에 출혈이 발생되고 검사 자체가 불가능한 데다 이미 혼수상태 5단계라고 했다”면서 “결국 응급실에 온 지 2일 만에 떠나보내야 했다”고 아픔을 토로했다 .	O O O O O DIS-B DIS-I O O O O O O O O SYMP-B O O O O O O O O O O O O O
식약처는 mRNA 코로나19 백신을 접종 후 7일 이내 가슴통증, 숨참, 빠른 심박동, 심장이 빠르게 뛰는 심장 조동, 두근거림 등 증상이 나타난다면 즉시 진료를 받기를 바란다고 권했다 .	O VACC-B O O O O O O SYMP-B SYMP-B SYMP-B SYMP-I O O O SYMP-B SYMP-I SYMP-B O O O O O O O O O
한 손보사 관계자는 백신 접종을 통해 코로나를 극복하고 하루빨리 일상으로 돌아올 수 있도록 지원하려고 백신보험 무료 이벤트를 제공하고 있다면서 보험사가 제공할 수 있는 공익적 활동 중 하나라고 설명했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
정선보건소에서 근무하던 29살 김근하 씨는 지난 3월 아스트라제네카 백신을 접종하고 재생 불량성 빈혈을 판정받은 뒤 골수이식까지 하게 되면서 일상이 무너졌다 .	O O O O O O O VACC-B O O O O SYMP-B O O O O O O O O
같은날 이특은 자신의 인스타그램에 #백신완료 #이틀차 #괜찮아요라는 글과 함께 질병관리청에서 받은 화이자 2차 백신 접종 확인 문자를 게재했다 .	O O O O O O O O O O O VACC-B O O O O O O O
주변에는 1차에 안아프고 증세도 없다가 2차때 몸살처럼 힘들어 하던데 저는 2차에 상대적으로 스무스 하게 지나갔네요 .	O O O O O O O O O O O O O O O O
EMA는 1일(현지시간) 안전성위원회를 열어 얀센 백신과 극히 드문 정맥혈전색전증 발생 사례 간 관련성이 있을 수도 있다는 결론을 내렸다”면서 이같이 밝혔다 .	O O O O VACC-B O O O DIS-B O O O O O O O O O O O O
